"id","service_a","service_b","service_c","service_d","service_e","service_f","service_g","service_h","service_i","service_j","service_k","service_l","service_m","service_n"
16757,0.690169939072803,0.195302133681253,0.626238875789568,0.0427445226814598,0.9554578573443,0.399975119158626,0.193125567864627,0.176949691725895,0.406352625926957,0.626792765688151,0.454237711848691,0.593719044700265,0.636357766343281,0.923578811110929
9752,0.0704892319627106,0.567551480373368,0.484178523765877,0.569189512636513,0.729817046551034,0.438860514666885,0.107474313117564,0.566379573661834,0.421746086329222,0.638818528270349,0.0819101498927921,0.445357099408284,0.00136635662056506,0.270867440849543
12839,0.192579868482426,0.847381046041846,0.0144191631115973,0.69203908322379,0.0629725530743599,0.227732030441985,0.933671334991232,0.0416306769475341,0.449760281480849,0.530613866634667,0.77822925732471,0.702880430268124,0.434495409950614,0.941100450931117
7689,0.357307898113504,0.0177988370414823,0.949567036004737,0.264662616420537,0.950435864506289,0.193833845667541,0.869972864165902,0.187076339265332,0.617430328391492,0.278261261526495,0.977214734535664,0.754056522157043,0.377901277970523,0.366485825972632
6885,0.221976938890293,0.853690445423126,0.607563538942486,0.195588270202279,0.129688647575676,0.863996276864782,0.937200153013691,0.391398689942434,0.439870335860178,0.943742498988286,0.13506991462782,0.486432912992314,0.122522394172847,0.157678600866348
2103,0.994990445440635,0.384522719308734,0.0145717058330774,0.920431161066517,0.680038466118276,0.843407714972273,0.743496020557359,0.482348878169432,0.00668056914582849,0.192987695103511,0.528257489902899,0.282380928052589,0.818609911715612,0.360981383826584
8661,0.536646482534707,0.41533561097458,0.386324863648042,0.190396812045947,0.806077769258991,0.547880478203297,0.963222157442942,0.318366956664249,0.478064913768321,0.788928897120059,0.320968763437122,0.598864394938573,0.736537263263017,0.594037468777969
15658,0.298041853122413,0.119216599501669,0.898741995450109,0.486553807510063,0.0520151280798018,0.806262392085046,0.577046148013324,0.336935167899355,0.074259776622057,0.383113433606923,0.964617866324261,0.775765671161935,0.516157078556716,0.905858468730003
15109,0.520661402493715,0.771592068253085,0.887934577651322,0.386969621758908,0.727652463829145,0.109738338040188,0.470745041035116,0.648594692349434,0.509726476389915,0.621446266537532,0.28390598250553,0.692283472511917,0.81759220524691,0.519731377251446
602,0.339576018508524,0.214019807986915,0.507306043291464,0.975059177493677,0.737937530502677,0.371679388219491,0.125185838900506,0.740212685894221,0.8051987728104,0.0349157643504441,0.318335987161845,0.261715670581907,0.334887258475646,0.965725845191628
15931,0.0842474501114339,0.0164730555843562,0.395754007389769,0.956533715128899,0.525592885911465,0.163923430955037,0.481555984355509,0.088637929642573,0.425257320282981,0.0866278863977641,0.901223142165691,0.911100809695199,0.489548233570531,0.235612326068804
17554,0.500999023439363,0.981974150985479,0.795364188263193,0.572056119330227,0.211660634493455,0.599935115547851,0.196303360629827,0.737846076488495,0.533149289432913,0.112431176006794,0.557168162427843,0.893246241845191,0.0723847975023091,0.232763975160196
9944,0.322676588082686,0.35314362985082,0.116077673621476,0.506987966131419,0.975545841502026,0.0115047246217728,0.233691915869713,0.124396100873128,0.500404418911785,0.189909789944068,0.297189131611958,0.933749094605446,0.711327945813537,0.234352831961587
14340,0.292536356719211,0.471737208543345,0.320615670410916,0.939948837039992,0.0906187130603939,0.343951096059754,0.774425811832771,0.851524033816531,0.3670206181705,0.992818049620837,0.144060674123466,0.886251037940383,0.574027554830536,0.0806609368883073
4356,0.255539833102375,0.0296066650189459,0.553104056976736,0.788551068864763,0.532374784350395,0.153681270312518,0.81789218634367,0.767553489655256,0.802080360706896,0.525280186440796,0.0462282828520983,0.760563956107944,0.132215068442747,0.577019005082548
2011,0.759412622079253,0.586250359192491,0.60956043144688,0.220434619579464,0.0664504677988589,0.272408462129533,0.0623625591397285,0.480883900774643,0.0798856301698834,0.903980809729546,0.791714987484738,0.00408998690545559,0.188737764023244,0.227897542063147
7164,0.928989366395399,0.630100776441395,0.175610903650522,0.248003260931,0.797669774852693,0.726389789022505,0.87741795158945,0.524744374211878,0.0547131011262536,0.756216884823516,0.285750492475927,0.50379733578302,0.916808802401647,0.518969637807459
2177,0.709137279074639,0.608905642991886,0.274509804323316,0.929974736180156,0.452325154328719,0.897018596064299,0.880242109997198,0.370484403334558,0.227242603432387,0.529864872340113,0.973359399707988,0.242861485108733,0.829523448832333,0.458939884090796
1758,0.683377942303196,0.930693093920127,0.345743229379877,0.727028595749289,0.731328942580149,0.602312594419345,0.195732238236815,0.405106469523162,0.0981257373932749,0.888741962378845,0.125066401902586,0.762461798964068,0.524140378925949,0.763442457187921
523,0.544570968719199,0.81943843094632,0.0690978751517832,0.511825075140223,0.400887973373756,0.622706078458577,0.662678080610931,0.593041802057996,0.945892700692639,0.860483621247113,0.13744550361298,0.450482745654881,0.0529070456977934,0.270788069348782
