"id","service_a","service_b","service_c","service_d","service_e","service_f","service_g","service_h","service_i","service_j","service_k","service_l","service_m","service_n"
16757,0.555555555555556,0.333333333333333,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0,0.777777777777778,0,0.777777777777778,0.777777777777778,0.222222222222222,0.222222222222222,0.555555555555556
9752,0.555555555555556,0.444444444444444,0.111111111111111,0.111111111111111,0,0.111111111111111,0,0.333333333333333,0,1,1,0.111111111111111,0.111111111111111,0.333333333333333
12839,0.222222222222222,0.222222222222222,0.222222222222222,0,0,0,0,0.333333333333333,0,0.888888888888889,0.555555555555556,0,0,0.333333333333333
7689,0.333333333333333,0.111111111111111,0.222222222222222,0.222222222222222,0.333333333333333,0,0,0.555555555555556,0,0.777777777777778,0.777777777777778,0.333333333333333,0.222222222222222,0.555555555555556
6885,0.666666666666667,0.333333333333333,0.222222222222222,0,0,0.111111111111111,0.142857142857143,0.222222222222222,0,1,0.888888888888889,0.333333333333333,0.333333333333333,0.777777777777778
2103,0.555555555555556,0.444444444444444,0.333333333333333,0,0,0,0,0.333333333333333,0,1,1,0.111111111111111,0.111111111111111,0.222222222222222
8661,0.222222222222222,0.222222222222222,0.111111111111111,0,0.111111111111111,0.111111111111111,0,0.555555555555556,0,0.666666666666667,0.777777777777778,0,0,0
15658,0.444444444444444,0.222222222222222,0.222222222222222,0,0,0,0,0.222222222222222,0,0.777777777777778,0.777777777777778,0.111111111111111,0.111111111111111,0.111111111111111
15109,0.444444444444444,0.222222222222222,0.333333333333333,0,0.111111111111111,0,0.142857142857143,0.111111111111111,0.111111111111111,0.666666666666667,0.888888888888889,0,0,0
602,0.333333333333333,0.111111111111111,0.333333333333333,0,0,0,0,0.111111111111111,0,0.777777777777778,0.555555555555556,0,0,0
15931,0.333333333333333,0.111111111111111,0.111111111111111,0,0,0,0.142857142857143,0.555555555555556,0,1,0.777777777777778,0.222222222222222,0.333333333333333,0
17554,0.444444444444444,0.444444444444444,0.111111111111111,0,0,0,0,0.111111111111111,0,1,1,0,0,0
9944,0.444444444444444,0.444444444444444,0.111111111111111,0,0,0,0,0.222222222222222,0,1,1,0.111111111111111,0,0
14340,0.666666666666667,0.222222222222222,0.222222222222222,0,0,0,0,0.333333333333333,0,0.888888888888889,0.888888888888889,0.222222222222222,0.222222222222222,0.222222222222222
4356,0.555555555555556,0.444444444444444,0.111111111111111,0,0,0,0,0.222222222222222,0.111111111111111,0.888888888888889,0.888888888888889,0,0,0.333333333333333
2011,0.222222222222222,0,0.222222222222222,0,0,0,0,0.555555555555556,0,0.666666666666667,0.777777777777778,0.222222222222222,0.222222222222222,0
7164,0.333333333333333,0.222222222222222,0.333333333333333,0,0.111111111111111,0,0,0.111111111111111,0,0.666666666666667,0.666666666666667,0,0,0
2177,0.111111111111111,0.111111111111111,0,0,0,0,0,0.222222222222222,0,0.888888888888889,1,0,0,0
1758,0.444444444444444,0.555555555555556,0.111111111111111,0,0.111111111111111,0,0.142857142857143,0.222222222222222,0,1,1,0.111111111111111,0.222222222222222,0.111111111111111
