"id","service_a","service_b","service_c","service_d","service_e","service_f","service_g","service_h","service_i","service_j","service_k","service_l","service_m","service_n"
16757,0.331720412107841,0.132220530117781,0.154852830702041,0.0109180576744241,0.011034775256858,0.000880858711127863,0.0326285085081203,0.329281905257784,0.0291936227301257,0.85271897846286,0.814854874501623,0.0896567964598487,0.137288341627819,0.384828391648632
9752,0.920579605323721,0.456612854728134,0.369714067525244,0.0169670074320436,0.14691402585564,0.000880858711127863,0.100377901500956,0.219103518270286,0.00273801095818982,0.889927418178268,0.870863368657966,0.0975274788512474,0.0792713751341404,0.199933723853417
12839,0.335109165998209,0.157693028342389,0.187287097201762,0.0098833422822846,0.103163751990417,0.00665824460786602,0.054416408486929,0.251265734489472,0.0154495294895729,0.816824295292113,0.755404562935044,0.0414960071050814,0.021612810360277,0.281382637406214
7689,0.394643928870565,0.242453778592233,0.210430559346134,0.150375004352414,0.121194605364694,0.00696359661851753,0.0550706617614457,0.179724129781408,0.1104375926148,0.899082082453585,0.831409262245202,0.0177422483604257,0.0149397871701166,0.0862196044312079
6885,0.950638170227767,0.666125677734544,0.452424159947627,0.000908416511780419,0.00656339404365591,0.0233600397606041,0.0749091975154407,0.228025594609786,0.0566968221898638,0.887094534823152,0.794569022472594,0.0209026356247587,0.0150844623044339,0.383058803993812
2103,0.205743068504667,0.147686543101435,0.486414808031006,0.0180045110644097,0.00656339404365591,0.0952089204535215,0.0163296494057045,0.365257892905934,0.00273801095818982,0.899259737522908,0.737870548219286,0.00212750861471556,0.00285297189115263,0.344923515042971
8661,0.130701360259807,0.0579632329396229,0.18375873598352,0,0.17448032690072,0.000880858711127863,0.0487039618964529,0.189154179156282,0.0158725439227347,0.819368481123381,0.749674632135777,0.279931285868169,0.171319398637803,0
15658,0.503079928247454,0.1914650902408,0.155109513453978,0.0148032170163621,0.0308184889832854,0.268944544544245,0.140613355595851,0.276185680194585,0.0576760419865479,0.849310950109502,0.827125647226083,0.0329656672104137,0.0242454603589884,0.435002842430501
15109,0.147411120416776,0.219385162485653,0.37781022424442,0,0.112963020855111,0.000880858711127863,0.060197258099729,0.86522927276612,0.038090486681678,0.884803303360627,0.811721343723178,0.267633016569158,0.0849466140680529,0
602,0.184092793055361,0.166973850478153,0.260029585196368,0.00573579402502133,0.0170075162455335,0.00445692327697178,0.0335918029787776,0.116555513627362,0.016250295647374,0.445544207565869,0.474181445851104,0.00802107622924031,0.00519486601114738,0.0355452760171969
15931,0.707242907050068,0.686708458879858,0.299262791890202,0,0.0169980460246393,0.00104003668287211,0.0481277175695243,0.471526462232438,0.00273801095818982,0.867756498973054,0.666145148427405,0.0172330091464136,0.00561398612195141,0
17554,0.20986097221073,0.20951584985481,0.334100497190743,0.000908416511780419,0.00656339404365591,0.0116047704601235,0.059234054504923,0.133479981194588,0.00273801095818982,0.862918230943568,0.895000679591983,0.108068659121538,0.282849783637549,0.186904683435822
9944,0.618955141613946,0.680963302399749,0.301192538291549,0,0.0133145281290011,0.00142105951831184,0.0196358797440221,0.217930539420713,0.00542676537414921,0.904826068882048,0.844835665254217,0.0154591058092494,0.00399738792856352,0
14340,0.911587392178921,0.632062623200351,0.192315527070309,0.000821537025908037,0.00855267916760827,0.00457811825388765,0.0336710130386897,0.233532356200478,0.00273801095818982,0.909060396804103,0.892823378373142,0.00464717000691817,0.00547704704776186,0.338605656767526
4356,0.380323175152348,0.18758871286478,0.160733015302402,0.000908416511780419,0.0118297582877492,0.00142105951831184,0.0176357107228807,0.398348316625621,0.00542676537414921,0.8827816292104,0.81214243598858,0.0239307848048635,0.00592846895912047,0.151676665426163
2011,0.636458797438444,0.404408685369319,0.30945556024301,0,0.0479230407258352,0.00430209900364897,0.0428558924550926,0.472294281662079,0.0153401150174015,0.858996677732955,0.807699259691482,0.0843351778154722,0.0826830988584512,0
7164,0.750091705377192,0.358355014901399,0.377062425357294,0.000908416511780419,0.0669192989155584,0.00739183709208469,0.00627130475391724,0.306009844575778,0.00273801095818982,0.732897975595318,0.653258896807502,0.0111227610075894,0.0051688016440673,0.0968392036445853
2177,0.823239049545557,0.284021688722,0.365029719446851,0.00616010578982251,0.0304071200217061,0.406759634622033,0.103245111213895,0.265980764187275,0.00273801095818982,0.819857142006422,0.737910555281218,0.0211407294464471,0.0170312653147344,0.169228385645119
1758,0.184076176960154,0.0167394102394235,0.267753902055601,0.000908416511780419,0.00768745276773541,0.000880858711127863,0.00699174354200405,0.102758875093234,0.00241076288626985,0.832926147928486,0.653739956474363,0.00149917757044682,0.00300878687789008,0.0285290082760452
523,0.698058714605288,0.651214885430978,0.354480943165947,0,0.0322318360118395,0.00118759237406463,0.0272690172426147,0.375142229290329,0.00762556131504066,0.887467474296254,0.726474558750133,0.134468028955396,0.152596183847431,0
14416,0.298290802944598,0.121741773952256,0.154852830702041,0.0109180576744241,0.011034775256858,0.000880858711127863,0.0326285085081203,0.317142908786147,0.0291936227301257,0.836627304456711,0.868281248645079,0.0426915908040655,0.130076797268782,0.194294191957904
10480,0.299296159946063,0.186228319835438,0.373199040072411,0.000908416511780419,0.0526933227626148,0.0160621203617538,0.0453743847903305,0.140296857617186,0.0373585928028042,0.910984391072615,0.935510731898708,0.0148419519206462,0.0409915909902602,0.134326564078489
11159,0.620271879954533,0.380549073072905,0.366621920425832,0.00476045157645832,0.0608525183545247,0.00985545451445013,0.051152700759318,0.521115602395318,0.0190789739372111,0.849418708104556,0.578157069419905,0.0284724412115738,0.00384130959171169,0.225421577404041
11900,0.145948388052696,0.107406680328717,0.122156645392163,0,0.0198173358192925,0.00142105951831184,0.0176357107228807,0.100904693529897,0.00542676537414921,0.923554314875626,0.880126631380792,0.0207888425548627,0.0326973980917684,0
12495,0.181382505524368,0.0125023242283884,0.0525498700956627,0.0109180576744241,0.011034775256858,0.000880858711127863,0.00627130475391724,0.15375067731033,0.00188150516608188,0.786948812298252,0.056661513323788,0.00107515145335779,0.00434978138345443,0.0234329016790746
15241,0.560671492261719,0.243667426149318,0.228806493479546,0.0148594483082759,0.0394630450696868,0.236862030811422,0.0359485096676071,0.212393311166527,0.0174551912782677,0.887837901225205,0.86570137056765,0.0113076675550791,0.0063991671195891,0.258603080805019
8262,0.921395565909768,0.782078257153007,0.368714927842227,0,0.00656339404365591,0.000880858711127863,0.0297137506038933,0.0875835836216564,0.0178411885987011,0.94676152105077,0.928894103663428,0.00185974799209354,0.00280507233597127,0
1556,0.475927142405323,0.27844889954364,0.386362557524113,0.000908416511780419,0.00656339404365591,0.0116047704601235,0.0859496904633581,0.158155908432099,0.00273801095818982,0.670876197895607,0.596158647957164,0.00775342474171847,0.00867574539350813,0.372945244018664
14591,0.91197679434461,0.670509836829926,0.276917058378441,0.00827186888651443,0.0528646139421994,0.387632489252064,0.147310124203162,0.545640215529956,0.00412340688547241,0.857851424388017,0.749364275736691,0.0847607567049139,0.0193234987665537,0.399219186125816
9753,0.47123213339989,0.282959050942305,0.361343061382294,0,0.107651234357132,0.00524649692914003,0.103757951406339,0.274710895108631,0.0320152457962629,0.883354130676893,0.796333335111449,0.309015767054813,0.463788894553646,0
11880,0.21590807256093,0.188988042601441,0.198676405069834,0,0.0431602930710734,0.0022863350897856,0.0226543318179567,0.31650622411641,0.0157169700467354,0.883754429241105,0.741314187696779,0.0616036543327227,0.0271850111573579,0
4739,0.33532859654026,0.357842781377667,0.263821113009868,0.000908416511780419,0.0075241123612303,0.0508520787113932,0.0163296494057045,0.206620423719652,0.00273801095818982,0.894760052317163,0.927882122323484,0.00218798285704624,0.00337379240402169,0.441235542910999
12829,0.660460460903419,0.242749882869944,0.162733537854194,0.0105924247616437,0.0497348752724128,0.00785414703888254,0.0574774963639443,0.149955596067287,0.00273801095818982,0.501055168245736,0.52211097629747,0.102690766578999,0.0961248176286486,0.321215783145285
7481,0.580155594184399,0.368860642679589,0.302242185541229,0.00426056227013849,0.0410784849786738,0.247978926000444,0.14864674013325,0.459337926133901,0.00273801095818982,0.895268028560694,0.861337302532821,0.033690260195345,0.00493899103815576,0.369064144383208
14349,0.499615174055538,0.233682710320642,0.293499324096321,0.0143345562820916,0.0580711322274073,0.013806504894179,0.0405798604955584,0.401874059945793,0.00273801095818982,0.844215508716975,0.793895834195678,0.0233779497602055,0.0281560738060869,0.115540800282845
2320,0.336101665718146,0.266334673682051,0.36296924111523,0,0.055620630094127,0.0022863350897856,0.0331070890076647,0.401187675422142,0.0157169700467354,0.86645392158185,0.655332867803384,0.0928415111146462,0.0709510836081056,0
9674,0.313414044390397,0.258257823496347,0.177430998816627,0,0.031203045953051,0.00369270889494577,0.0362899463348701,0.216668135779182,0.00456166972579075,0.933057607979926,0.828681641481449,0.0261973374262722,0.0082560020933472,0
13064,0.678962772899956,0.162014394797857,0.23996731577462,0.0148594483082759,0.0450212165939725,0.37872869027096,0.0399411946586339,0.224769794136935,0.0174551912782677,0.881461880478474,0.842971139221307,0.00768374090128987,0.00666911289393657,0.410078444426291
1055,0.462794650812669,0.352619351898487,0.353023013435761,0.0380172180708005,0.119916810441017,0.00172859052599039,0.0104057677913793,0.325015423912599,0.0413896390249053,0.91354651057749,0.767598600768061,0.00525872166689267,0.00474206633965202,0.135446029181736
3382,0.316202901846972,0.258760975263421,0.334244852371307,0.00814269695533032,0.0814512918418179,0.012719161172786,0.0501227765352769,0.513886334712422,0.00273801095818982,0.896635441868234,0.649319513376712,0.100442042011679,0.100170121181586,0.119103603352799
